Title,Author,Quantity,Genre
The Rattlebang Picnic,Margaret Mahy,1,General Knowledge
The Ravenmaster's Secret: Escape From The Tower Of London,Elvira Woodruff,1,General Knowledge
The Ravenmaster’s Secret,Elvira Woodruff,2,General Knowledge
The Real Mother Goose,Blanche Fisher,1,General Knowledge
The Real Story of the Ants and the Bees,"Stephen Campbell, Maria Ruberto, Josh Gee & Rob Rostolis",1,Literature
The Red Badge of Courage,Stephen Crane,2,General Knowledge
The Red Pony,John Seelye,1,General Knowledge
The Red Pony,John Steinbeck,1,General Knowledge
The Relatives Came,Cynthia Rylant,2,General Knowledge
The Relatives Came,Cythia Rylant,2,General Knowledge
The Remarkable World of Robots,Agnieska Biskup,1,Technology
"The Remarkable World of Robots, Max Axiom STEM Adventures",Agnieszka Biskup,18,Literature
The Report Card,Andrew Clements,1,General Knowledge
"The Reppies, Teacher's Pet",Shelagh Canning,1,General Knowledge
The Reptile Room (A Series of Unfortunate Events #2),Lemony Snicket,1,General Knowledge
The rescue,Kathryn Lasky,2,General Knowledge
the respiration system,darlene r stille,1,General Knowledge
the return of light,dia calhoun,1,General Knowledge
The Return Of The Indian,Lynne Reid Banks,2,General Knowledge
The River,Gary paulsen,1,General Knowledge
The River Between Us,Richard Peck,1,General Knowledge
The River Of Wind,Kathryn Lasky,2,General Knowledge
The Road from Home,David Kherdian,1,General Knowledge
the road to memphis,mildred d taylor,1,General Knowledge
The Roar of the Crowd,Rich Wallace,1,General Knowledge
The Robbery at the Diamond Dog Diner,Eileen Christelow,1,General Knowledge
The Rooster Who Refused to Crow,Thomas Crawford,1,General Knowledge
The Rosary for Children,Sr. Karen Cavanaugh,1,General Knowledge
the rough face girl,rafe martin,1,General Knowledge
the royal roads,kathy pelta,1,General Knowledge
The Royal Switch,Jahnna N. Malcom,1,General Knowledge
The Rugrats versus the Monkeys,Luke David,2,General Knowledge
The Runaway Bunny,Margaret Wise Brown,1,General Knowledge
the runaway dolls,ann m martin,1,General Knowledge
The Runaway Racehorse,Ron Roy,2,General Knowledge
The Sad Story of Veronica,David McKee,1,Literature
The Salve Dancer,Paula Fox,1,Arts and Recreation
The Sand Castle Contest,Robert Munsch,1,General Knowledge
the sand catle contest,robert munsh,1,General Knowledge
The santa season,Linda Ford,1,General Knowledge
The School Mouse,Dick King-Smith,4,General Knowledge
The School Nurse from the Black Lagoon,Mike Thaler,1,General Knowledge
The School Story,Andrew Clements,1,Literature
The Schwa Was Here,Neal Shusterman,1,General Knowledge
The Scrambled States of America,Laurie Keller,1,General Knowledge
The Scret of the Red Gate Farm,Carolyn Keene,1,General Knowledge
The Sea of Monsters,Rick Riordan,1,General Knowledge
The Search for a Sunken Treasure,Geronimo Stilton,1,General Knowledge
The Search for Delicious,Natalie Babbitt,4,General Knowledge
The Search for Delicious,Natilie Babbitt,1,General Knowledge
the search for sunken trasure,geronimo stilton,1,General Knowledge
The Search for the Missing Bones,Joanna Cole,1,General Knowledge
The Seccret Garden,Frances Hodgson Burnett,1,General Knowledge
the secert of foghorn island,geoffery hayes,1,General Knowledge
The Second Horror,R.L. Stine,1,General Knowledge
The Secret Garden,Draces Hodgson Burnett,1,General Knowledge
The Secret Garden,Frances Hodgson Burnett,1,General Knowledge
The Secret Garden,Francis Hodgson Burnett,1,General Knowledge
The Secret Journey,Peg Kehret,2,General Knowledge
The Secret Language of Girls,Frances O'Roark Dowell,1,Languages
The Secret Of Platform 13,Eva Ibbotson,8,General Knowledge
The Secret of Red Gate Farm,Carolyn Keene,1,General Knowledge
The Secret of Shadow Ranch (Nancy Drew #5),Carolyn Keene,1,General Knowledge
The Secret Of The Indian,Lynne Reid Banks,2,General Knowledge
The Secret of the Old Attic (Nancy Drew #21),Carolyn Keene,1,General Knowledge
The Secret of the Old Clock,Carolyn Keene,2,General Knowledge
The Secret of the Old Clock,Nancy Drew,1,General Knowledge
The Secret Seder,Doreen Rappaport,1,General Knowledge
The Secret Soldier,Ann McGovern,1,General Knowledge
the secret valley,clyde bulla,1,General Knowledge
The Secret Valley,Clyde Robert Bulla,3,General Knowledge
The Secret World of Poly Flint Helen Cresswell,helen Cresswell,1,General Knowledge
the secrets of droon,tony abbott,1,General Knowledge
The Secrets Of Droon The Great Ice Battle,Tony Abbott,1,General Knowledge
The Secrets of Droon The Hidden Stairs and the Magic Carpet,Tony Abbott,1,Arts and Recreation
The Secrets of Droon The Moon Scroll,Tony Abbott,1,General Knowledge
The Secrets of Droon The Mysterious Island,Tony Abbott,1,General Knowledge
The Secrets of Droon Volume II,Tony Abbott,1,General Knowledge
the seed bunny,jennifer selby,1,General Knowledge
the seminole first people in florida,mary englar,1,General Knowledge
The Seven Chinese Brothers,Margaret Mahy,1,General Knowledge
The Seven Days of Kwanzaa,Angela Shelf Medearis,1,General Knowledge
The Seven Wonders of Sassafras Springs,Betty G. Birney,1,General Knowledge
the seventh tower the fall,garth nix,1,General Knowledge
The Seventh Tower: Castle,Garth Nix,1,General Knowledge
The Seventh Tower: The Fall,Garth Nix,1,General Knowledge
The Seventh Tower: The Fall (Book Two),Garth Nix,1,General Knowledge
The Shadowlands (Deltora #3),Emily Rodda,1,General Knowledge
The Shattering,Kathryn Lasky,1,General Knowledge
the shoemaker and the elves,margaret mortenson,1,General Knowledge
The Shopping Trip,Arnold Shapiro,1,General Knowledge
The Short and Bloody History of Pirates,John Farman,1,Literature
The Siege (Guardians of Ga’Hoole #4),Kathryn Lasky,1,General Knowledge
The Sign of The Beaver,Elizabeth George Speare,3,General Knowledge
The Sign Painter's Secret,"Dorothy Hobbler, Thomas Hobbler",1,General Knowledge
the sign painters secret the story of revolutionary girl,thomas hoobler,2,Literature
the signmakers assistant,tedd arnold,1,General Knowledge
The Silver Balloon,Susan Bonners,1,General Knowledge
The Silver Chair,C.S. Lewis,3,General Knowledge
The Singing Tree,Kate Seredy,1,General Knowledge
the singing tree sequel to the good master,kate seredy,1,General Knowledge
The Sioux,Alice Osinski,1,General Knowledge
The Sioux Indians,Ann McGovern,1,General Knowledge
The Sister of the South (Dragons of Deltora #4),Emily Rodda,1,General Knowledge
The Skeleton in the Smithsonian,Ron Roy,1,General Knowledge
The Skeleton Inside You,Philip Balestrino,3,General Knowledge
The Slaver Dancer,Paula Fox,2,Arts and Recreation
The Sleepover Cookbook,Hallie Warshaw,1,General Knowledge
The slippery book of slime science,Joanne Mattern,1,Science
The Small One,Alex Walsh,3,General Knowledge
The Smuggler's Treasure,Sarah Masters Buckey,1,General Knowledge
The Smuggler's Treasure,Sarah Masters Buckley,1,General Knowledge
The Smuggler’s Treasure (American Girl),Sarah Masters Buckley,1,General Knowledge
The Snail's Spell,Joanne Ryder,1,General Knowledge
The Snowy Day,Ezra Jack Keats,4,General Knowledge
The Solar System,Kenneth C. Davis,1,General Knowledge
The Song of Celistine,James Redfield,1,General Knowledge
The Soul of the Silver Dog,David R. Hall,1,General Knowledge
The Soul of the Silver Dog,Lynn Hall,1,General Knowledge
The Space Spotter's Guide,Isaac Asimov's,1,Philosophy and Psychology
The Special Guest,Lee and Donna Allen,1,General Knowledge
The Special Sleepover,Francine Hughes,1,General Knowledge
The Spell of The sorcerer's Skull,John Bellairs,1,General Knowledge
The Spirit of the Border,Zane Grey's,1,General Knowledge
The Spirited,Deidre M. Cimino,1,General Knowledge
The Spray-Paint Mystery,Angela Shelf Medearis,1,General Knowledge
The Squampkin Patch,J.T. Petty,1,General Knowledge
The Squirrel Manifesto,Ric Edelman & Jean Edelman,3,General Knowledge
The Squirrels' Thanksgiving,Steven Kroll,1,General Knowledge
The Star Fisher,Laurance Yep,1,General Knowledge
The Stinky Cheese Man and other Farily Stupid Tales,Jon Scieszka and Lane,1,Literature
The Stolen Sapphire,Sarah Masters Buckey,1,General Knowledge
The Stonecutter,Gerald McDermott,1,General Knowledge
The Stories Julian Tells,Ann Cameron,1,Literature
The Story About Ping,Marjorie Flack,1,Literature
The Story of a Refugee Soccer Team That Changed a Town Outcasts United,Warren St. John,3,Literature
The Story of Baby Moses,Alice Joyce Davidson,1,Literature
The Story of Ferdinand,Munro Leaf,1,Literature
The Story of Ferninand,Muniro Leaf,1,Literature
The Story of George Washington Carver,Eva Moore,3,Literature
The Story of Harriet Tubman Freedom Train,Dorothy Sterling,2,Literature
the story of jesus,jane watson,1,Literature
"The Story of Jesus, Classic Bible Stories from the New Testament",Sarah E. Thompson,1,Literature
The Story of Jonah,Alice Joyce Davidson,2,Literature
The Story of Joseph,The Clever Factory,1,Literature
The Story of Maps and Navigation,Anita Ganeri,1,Literature
The Story of Molly Pitcher,Joanne Mattern,1,Literature
The Story of Ruby Bridges,Robert Coles,1,Literature
the story of the first thanksgiving,"elaine raphael, don bolognese",2,Literature
The Story of the House of Wooden Santas,Kevin Major,1,Literature
The Story of the Negro Baseball League,"Patricia C. McKissack, Fredrick McKissack, Jr",1,Literature
The Story of the Nutcracker Ballet,Deborah Hautzig,2,Literature
The Story of The Persian Gulf War,leila Merrell Foster,2,Literature
The Story of the Three Whales,Giles Whittell,1,Literature
The Story of Valentine's Day,Nancy J. Skarmeas,1,Literature
the strange case of baby h,kathryn reiss,1,General Knowledge
The Stray Dog,Marc Simont,1,General Knowledge
The Stubborn Pumpkin,Laura Geringer,1,General Knowledge
The Stupids Step Out,Harry Allard,1,General Knowledge
The Submarine Pitch,Matt Christopher,1,General Knowledge
The Summer Before Boys,Nora Raleigh Baskin,1,General Knowledge
The Summer of the Sea Serpent,Mary Pope Osborne,1,General Knowledge
The Summer of the Swans,Betsy Byars,7,General Knowledge
The Sun's Asleep Behind the Hill,Mirra Ginsburg,3,General Knowledge
The Supernatural,John Day,1,General Knowledge
The Supernaturalist,Eoin Colfer,2,General Knowledge
The Sweet Diamond,Paul B. Janecgko,1,General Knowledge
The Swiss Family RobonSon,Johann Wyss,1,General Knowledge
The Sword of Antietam,Joseph A. Altsheler,1,General Knowledge
The Swuampkin Patch,JT Petty,1,General Knowledge
The Tail of Emily Windsnap,Liz Kessler,3,General Knowledge
The Tale of Despereaux,Kate DiCamillo,2,Literature
The Tale of jemima Puddle-Duck,Unassigned,1,Literature
The Tale of Peter Rabbit,Beatrix Potter,1,Literature
The Tale of Two Bad Mice,Beatrix Potter,1,Literature
the talking mother goose fairy tales rumpelstillskin,wilhelm and jacob grimm,1,Literature
the talking t rex,ron roy,1,General Knowledge
the tarantula in my purse,jean graighead george,1,General Knowledge
The Teeny-Tiny Woman,Harriet Ziefert,1,General Knowledge
The Telltale Summer of Tina C.,Lila Perl,1,Literature
The Thanksgiving Story,Alice Dalgliesh,3,Literature
The Thief,Megan Whalen Turner,1,General Knowledge
The Thief Lord,Cornelia Funke,2,General Knowledge
The Third Wish,Emily Rodda,1,General Knowledge
The Three Billy Goats Gruff,Marcia Brown,1,General Knowledge
The Three Billy Goats Gruff,Stephen Carpenter,1,General Knowledge
The Three Little Javelinas,Susan Lowell,1,General Knowledge
The Three Little Pigs,Paul Galdone,1,General Knowledge
The Three Little Wolves and the Big Bad Pig,"Eugene Trivizas, Helen Oxenbury",1,General Knowledge
The Three Musketeers,Malvina G. Vogel,1,General Knowledge
The Three Snow Bears,Jan,2,General Knowledge
The Three Wishes,Charles Perrault,1,General Knowledge
The Thrift Store Bears,Olive Evans,1,General Knowledge
The Tiger Rising,Kate DiCamillo,3,General Knowledge
the time capsule,larlene mcdaniel,1,General Knowledge
the time warp trio,jon scieszka,1,General Knowledge
The Time Warp Trio - It's All Greek to Me,Jon Scieszka,1,General Knowledge
The Time Warp Trio 4 - Your Mother was a Neanderthal,Jon Scieszka,1,General Knowledge
The Time Warp Trio: Me Oh Maya!,Jon Scieszka,1,General Knowledge
The Tiny Seed,Eric Carie,2,General Knowledge
The Tiny Seed,Eric Carle,1,General Knowledge
the titanic,bob temple,1,General Knowledge
The Titanic Sinks!,Thomas Conklin,1,General Knowledge
The Tooth Witch,Nurit Karlin,1,General Knowledge
The Tortilla Factory,Gary Paulsen,1,General Knowledge
The Tortoise and the Hare,Janet Stevens,1,General Knowledge
The Trail on Which They Wept,"Thomas Hoobler, Dorothy Hoobler",1,General Knowledge
the trail on which they wept the stroy of a cherokee girl,thomas hoobler,1,General Knowledge
The Trap,Joan Lowrey Nixon,1,General Knowledge
The Trap Door & Other Stories to Twist your Mind,Don Wulffson,1,Literature
the traveler's guide to ancient greece,fiona macdonald,1,Philosophy and Psychology
the traveler's guide to ancient rome,john malam,1,Philosophy and Psychology
The Treasure,Uri Shulevitz,1,General Knowledge
the tree,gallimard jeunesse,1,General Knowledge
"The Tree of Appomattox, A Story of the Civil War's close",Joseph A. Altsheler,1,Literature
The Trip,Ezra Jack Keats,1,General Knowledge
The Troll King,John Vornholt,1,General Knowledge
The Troll Queen,Johan Vorholt,1,General Knowledge
The Troll Queen,John VornHolt,2,General Knowledge
The Troll Treasure,John VornHolt,2,General Knowledge
The Trouble with mom,Babette Cole,1,General Knowledge
The Trouble With Tuck,Theodore Taylor,1,General Knowledge
The Truck Book,Harry McNaught,1,General Knowledge
The True Conessions of Charlotte Doyle,Avi,1,General Knowledge
The True Confessions of Charlotte Doyle,Avi,4,General Knowledge
The True Story of the 3 Little Pigs,Jon Scieszka,1,Literature
The True Story of the 3 Little Pigs!,Jon Scienszka,1,Literature
the trumpet of the swan,e b white,1,General Knowledge
The Trumpet of the Swan,E. B. White,1,General Knowledge
The Trumpeter of Krakow,Eric P. Kelly,1,General Knowledge
the truth about animal intelligence,bernard stonehouse,1,Science
The Tub People,Pam Conrad,3,General Knowledge
The Turning Point,Naomi J. Karp,1,General Knowledge
The Turnip,Pierr Morgan,1,General Knowledge
The TV Kid,Betsy Byars,1,General Knowledge
The Twelve Dancing Princesses,Marianna Mayer,1,General Knowledge
The Twenty-One Balloons,William Pene de Bois,1,General Knowledge
The Twins,Roald Dahl,1,General Knowledge
The Twits,Roald Dahl,4,General Knowledge
The Two Princesses of Bamarre,Gail Carson Levine,2,General Knowledge
The Ugly Pumplkin,Dave Horowitz,1,General Knowledge
The Umbrella,Jan Brett,2,General Knowledge
The Underpants Zoo,Brian Sendelbach,1,General Knowledge
The Unicorn and the Lake,Marianna Mayer,1,General Knowledge
The Unicorn's Secret,Kathleen Duey,1,General Knowledge
"The Unicorn's Secret, The Silver Thread",Kathleen Duey,1,General Knowledge
The Unicorn’s Secret: Moonsilver,Kathleen Duey,1,General Knowledge
The Unicorn’s Secret: Mountains of the Moon,Kathleen Duey,1,General Knowledge
The Unicorn’s Secret: The Sunset Gates,Kathleen Duey,1,General Knowledge
The Unicorn’s Secret: True Heart,Kathleen Duey,1,Arts and Recreation
The United States Air Forces,Michael Green,1,General Knowledge
The United States Army,Micheal Green,1,General Knowledge
"The United States of America, A State-by-State Guide",Millie Miller & Cyndi Nelson,2,Philosophy and Psychology
The Upstairs Room,Johanna Reiss,2,General Knowledge
The Usborne Internet-Linked Encyclopedia of Ancient Egypt,Gill Harvey and Struan Reid,1,History and Geography
The Valentine Bears,Eve Bunting,1,General Knowledge
The Valley of The Lost,Emily Rodda,1,General Knowledge
The Value of Truth and Trust,Anne Donegan Johnson,1,General Knowledge
The Van Gogh Cafe,Cynthia Rylant,1,General Knowledge
The Velveteen,Margery williams,1,General Knowledge
The Velveteen Rabbit,Margery Williams,4,General Knowledge
The Velveteen Rabbit or how toys become real,Margery Williams,1,General Knowledge
The Very Busy Spider,Eric Carle,1,General Knowledge
The Very First Lord's Supper,Swanee Ballman,1,General Knowledge
the very rainy day,Scott stabile and Catherine lyon,2,General Knowledge
The Very Rainy Day,"Scott Stabile, Catherine Lyon",1,General Knowledge
The Very Real Ghost Book of Christina Rose,James M. Deem,2,General Knowledge
The Very Small,Joyce Dubar,1,General Knowledge
The Very Special Baby,Carol Woodard,1,General Knowledge
The Very Worst Monster,Pat Hutchins,1,General Knowledge
The View from Saturday,E.L Konigsburg,1,General Knowledge
The Viking Missions to Mars,John Hamilton,1,General Knowledge
The Visitor,K.A. Applegate,1,General Knowledge
"The Voyage of the ""Dawn Treader""",C.S. Lewis,1,General Knowledge
the voyage of the dawn treader,c.s. lewis,2,General Knowledge
The Voyage of the Frog,Gary Paulsen,2,General Knowledge
The Voyages of Doctor Dolittle and Other Tales,Hugh Lofting,1,Literature
the wall,eve bunting,1,General Knowledge
The Wanderer,Sharon Creech,4,General Knowledge
The Wanderer,Sharoon Creech,1,General Knowledge
The War of the Ember (Guardians of Ga’Hoole #15),Kathryn Lasky,1,General Knowledge
the war of the worlds,H g wells,1,General Knowledge
The War of the Worlds,H. G. Wells,1,General Knowledge
The War of the Worlds,H.G. Wells,4,General Knowledge
The Waters of Life,Finn Bevan,2,General Knowledge
The Watson's Go to Birmingham,Christopher Curtis,1,General Knowledge
The Watsons,Christopher Paul Curtis,2,General Knowledge
The watsons go to Birmigham - 1963,Christopher paul curtis,1,General Knowledge
The Watsons go to Birmingham,Christopher Paul Curtis,1,General Knowledge
The Wawnderer,Sharon Creech,1,General Knowledge
The Wednesday Wars,Gary D. Schmidt,1,General Knowledge
The Westing Game,Ellen Raskin,3,Arts and Recreation
The Whales,Cynthia Rylant,1,General Knowledge
The Wheel on the School,Meindert Dejong,1,General Knowledge
The Whipping Boy,Sid Fleischman,6,General Knowledge
The White Elephant,Sid Fleischman,1,General Knowledge
The White Fox Chronicles,Gary Paulsen,1,General Knowledge
The White Stag,Kate Seredy,1,General Knowledge
the white stallion,elizabeth shub,1,General Knowledge
The Wide Window (A Series of Unfortunate Events #3),Lemony Snicket,1,General Knowledge
The wind and the sun,Debbie obrien,1,General Knowledge
The Wind Blew,Pat Hutchins,1,General Knowledge
The Wind in the WIllow,Kenneth Grahame,1,General Knowledge
The Wind in the Willows,Kenneth Grahame,1,General Knowledge
The Windy Day,Quinlan B. Lee,1,General Knowledge
The Winter Room,Gary Paulsen,2,General Knowledge
The Wise Men of Gotham,Malcolm Carrick,1,General Knowledge
The Wish Giver,Bill Brittain,3,General Knowledge
the witch grows up,norman bridwell,2,General Knowledge
The Witch Next Door,Norman Bridwell,1,General Knowledge
The Witch of Blackbird Pond,Elizabeth George Speare,4,General Knowledge
The Witches,Roald Dahl,1,General Knowledge
The Witches of the Worm,Zilpha Keatley Snyder,2,General Knowledge
The Wizard of oz,Frank Baum,2,General Knowledge
The Wolf who cried Boy,Bob Hartman,1,General Knowledge
The Wolfbay #1 Woodsie,Bruce Brooks,2,General Knowledge
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,1,Literature
The Woodpecker,Pam Fraser,1,General Knowledge
The Word Eater,Mary Amato,2,General Knowledge
The World Made a Rainbow,Michelle Robinson,1,General Knowledge
The World's Wildest Roller Coasters,Micheal Burgan,1,General Knowledge
The Worm Family,Tony Johnstone,1,General Knowledge
The Worst Case Scenario Survival Handbook,"Joshua Piven, David Borgenicht",1,General Knowledge
The Worst Person in the World,James Stevenson,1,General Knowledge
The Worst-Case Scenario Survival Handbook,Joshua Piven & David Borgenicht,1,General Knowledge
The Wright Brothers,Ginger Wadsworth,1,General Knowledge
the wright brothers,russell freedman,1,General Knowledge
The Wright Brothers at Kitty Hawk,Donald J. Sobol,1,General Knowledge
The Wrong Number Fear Street,R.L. Stine,1,General Knowledge
The Year my Parents Ruined My Life,Martha Freeman,1,General Knowledge
The Year of Miss Agnes,Hill Kirkpatrick,1,General Knowledge
The Year of Miss Agnes,Kirkpatrick Hill,2,General Knowledge
The Year of the Panda,Miriam Schlein,2,General Knowledge
The Year with Grandma Moses,W. Nikola-Lisa,1,General Knowledge
The Years of Miss Agnes,Kirkpatrick Hill,1,General Knowledge
The Yellow House Mystery,Gertrude Chandler Warner,1,General Knowledge
The Yellow House Mystery (Boxcar Children #3),Gertrude Chandler Warner,1,General Knowledge
The Young Man and the Sea,Rodman Philbrick,1,General Knowledge
The Young Unicorns,Madeleine L'Engle,1,General Knowledge
The Yucky Reptlie,Jerry Pallotta,1,General Knowledge
Thea Stilton and The Dragon's Code,Thea Stilton,1,General Knowledge
Thea Stilton and the Ghost of the SHipwreck,Elisabetta Dami,1,General Knowledge
Theodore Mouse Up in the Air,Michaela Muntean,3,General Knowledge
Theodore Taylor,The Cay,3,General Knowledge
There Is a Town,Gail Herman,1,General Knowledge
There was an old lady who swallowed a fly,Simms Taback,1,General Knowledge
There Was an Old Lady who Swallowed a Turkey,Lucille Colandro,1,General Knowledge
There's a Bat in Bunk Five,Paula Danziger,1,General Knowledge
There's a Boy in the Girl's Bathroom,Louis Sachar,4,General Knowledge
There's A Drum In My Head,Janice Schwegler,1,General Knowledge
There's a Duck in My Closet!,John Trent,1,General Knowledge
There's a Wocket in my Pocket!,Dr. Seuss,1,General Knowledge
There's no Place Like Space!,Tish Rabe,1,Science
theres a wocket in my pocket,dr.suess,1,General Knowledge
theres and oranguton in my bathtub,mallory tarcher,1,General Knowledge
There’s No Place Like Space!,Tish Rabe,1,Science
Thes seventh tower above the veil,garth nix,1,General Knowledge
These Happy Golden Years,Laura Ingalls Wilder,2,General Knowledge
They Never Came Home,Louis Duncan,1,General Knowledge
Thhe Three Billy Goats Gruff,Marcia Brown,1,General Knowledge
Thimble Summer,Elizabeth Enright,3,General Knowledge
Things I Hoped For,Andrew Clements,3,General Knowledge
Things that Float,Annabel Thomas,1,General Knowledge
third grade detective #6,george e stanly,1,General Knowledge
Third Grade is Trouble,Barbara Baker,1,General Knowledge
This Book Is Haunted,Joanne Rocklin,1,General Knowledge
This First Thanksgiving Day,Laura Krauss Melmed,1,General Knowledge
this hotel is haunted,geonimo stilton,1,General Knowledge
This is the Star,"Joyce Dunbar, Gary Blythe",1,General Knowledge
This is the Way We Eat Our Lunch,Edith Baer,1,General Knowledge
This Old Man,Pam Adams,3,General Knowledge
This School is Driving Me Crazy,Nat Kentoff,1,General Knowledge
this was then this is now,s.e hinton,1,General Knowledge
thomas and the casatle,thomas and friends,1,General Knowledge
Thomas Edison,Louise Egan,1,General Knowledge
Thomas Edison,Shannon Zemlicka,1,General Knowledge
Thomas Edison: Great American Inventor,Shelley Bedik,2,General Knowledge
Thomas Edison: The Great American Inventor,Louise Egan,1,General Knowledge
thomas gets tricked,rev awdry,1,Arts and Recreation
Three billy Goats gruff,Nick and Claire Page,1,General Knowledge
three cheers for tacky,helen lester,1,General Knowledge
Three Cups of Tea,Greg Mortenson and David Oliver Relin,1,General Knowledge
Three Days,Donna Jo Napoli,1,General Knowledge
Three Names,Patricia MacLachlan,1,General Knowledge
Three Samurai Cats,Eric A. Kimmel,2,General Knowledge
Three Stalks of Corn,Leo Politi,1,General Knowledge
Three Times Lucky,Sheila Turnage,1,General Knowledge
threes a crowd,gwendolyn hooks,1,General Knowledge
Through My Eyes,Ruby Bridges,1,General Knowledge
Through the Hidden Door,Rosemary Wells,2,General Knowledge
Throwing Smoke,Ellen Brooks,1,General Knowledge
Thunder at Gettysburg,Patricia Lee Gauch,1,General Knowledge
Thunder from the Sea,Joan Hiatt Harlow,1,General Knowledge
Tiana’s Dream,Barbara Bazilian,1,General Knowledge
Tibetans,Judith Kendra,1,General Knowledge
Tiger Eyes,Judy Blume,1,General Knowledge
"tiger, tiger ",lynne reid banks,1,General Knowledge
Tigers,Laura Marsh,1,General Knowledge
Tiggers Hate to Lose,Isabel Gaines,1,General Knowledge
Tiki Tiki Tembo,"Mosel, Lent",1,General Knowledge
Tikki Tikki Tembo,Arlene Mosel,2,General Knowledge
Tim O'Toole and the Wee Folk,Gerald McDermott,1,General Knowledge
Time of the Witches,Anna Myers,1,General Knowledge
Time of Wonder,Robert McCloskey,1,General Knowledge
Time Travel,Coaona Baezina,1,General Knowledge
Time Travel,Corona Brezina,1,General Knowledge
Timothy of the Cay,Theodore Taylor,2,General Knowledge
Tingo Tango Mango Tree,Marcia Vaughan,1,General Knowledge
Tiny - The Snow Dog,Carl Meister,1,General Knowledge
"Titanic, The Disaster That Shocked the World",Mark Dubowski,1,General Knowledge
Title,Author,5,General Knowledge
Title,ISBN,3,General Knowledge
To Be a King (Guardians of Ga’Hoole #11),Kathryn Lasky,1,General Knowledge
To Kill a Mockingbird,Harper Lee,1,General Knowledge
To Space & Back,Sally Ride,1,Science
Tom and Annie Go Shopping,Barry Smith,1,General Knowledge
Tom Thumb,Eric Carle,1,General Knowledge
Tommy Catches a Cold,Nickelodeon,1,General Knowledge
tommy catches a cold,scholastic,1,General Knowledge
Tommy's Bestest Adventure,Becky Gold,1,General Knowledge
Tonight is Carnival,Arthur Dorros,1,General Knowledge
Tony's Bread,Tomie dePaola,1,General Knowledge
Too Many Valentines,Margaret McNamara,1,General Knowledge
Too Much of a Good Thing,Mira Wasserman,1,General Knowledge
Too Scared to Sleep,Todd Strasser,1,General Knowledge
too young to die,lurlene mcdaniel,1,General Knowledge
tooth fairy travels,gail herman,1,General Knowledge
Tooth Trouble,Abby Klein,1,General Knowledge
Tops and Bottoms,Janet Stevens,1,General Knowledge
Torn Thread,Anne Isaacs,1,General Knowledge
Tornado,Betsey Byers,2,General Knowledge
Tornado - Perspectives on Tornado Disasters,Ben Hubbard,1,General Knowledge
tornado can make it rain crabs,gilda berger,1,General Knowledge
Totally Disgusting!,Bill Wallace,1,General Knowledge
Touching Spirit Bear,Ben Mikaelsen,1,General Knowledge
Tough to Tackle,Matt Christopher,1,General Knowledge
Tower of Evil,Mary Main,1,General Knowledge
Town Mouse Country Mouse,Jan Brett,3,General Knowledge
"Town Mouse, Country Mouse",Jan Brett,1,General Knowledge
Tracker,Gary Paulson,1,General Knowledge
Tracks in the Snow,Lucy Jane Bledsoe,1,General Knowledge
Transformers: Buddy Brawl,Lucy Rosen,1,General Knowledge
Trapped in Death Cave,Bill Wallace,1,General Knowledge
traveling the missouri,peter lourie,2,General Knowledge
Travels with Charley,John Steinbeck,1,General Knowledge
Treasure Hunt: A mystery About optical Illusions,Richard Gobbletree,1,General Knowledge
Treasure in the Stream,"Dorothy Hobbler, Thomas Hobbler",3,General Knowledge
Treasure Island,Robert Louis Stevenson,3,General Knowledge
tree Castle Island,Jean Craighead George,1,General Knowledge
tree of freedom,rebecca caudill,1,General Knowledge
Trees belong to Everyone,Diana Noonan,1,General Knowledge
Triceratops,Jenny Vaughan,1,General Knowledge
Trick,Donald Crews,1,Arts and Recreation
Trolls Don't Ride Roller Coasters,Debbie Dadey,1,General Knowledge
Trouble at Betts Pets,Kelly Easton,2,General Knowledge
Trouble Don’t Last,Shelley Pearsall,1,General Knowledge
Trouble for Lucy,Carla Stevens,1,General Knowledge
Trouble with Trolls,Jan Brett,1,General Knowledge
Trout Summer,Doris Conley,1,General Knowledge
Tru Confessions,Janet Tashijian,1,General Knowledge
Tru Confessions,Janet Tashjian,1,General Knowledge
true life treasure hunts,judy donnelly,1,General Knowledge
True or false pets,Melvin and gilds berger,1,General Knowledge
True Tales of Courageous Dogs,Jeanne Mattern,1,Literature
true tales of courageous dogs,joanne mattern,1,Literature
True-Life Treasure Hunts,Judy Donnelly,1,General Knowledge
Truman's Aunt Farm,Jama Kim Rattigan,1,General Knowledge
Trumble Bumble,Felicia Bond,1,General Knowledge
Tuck Everlasting,Natalie Babbitt,5,General Knowledge
Tuck in the Pool,Martha Weston,1,General Knowledge
Tuesday,David Wiesner,2,General Knowledge
Tuff's Luck - What's Going on in the Woods?,Jenny Dale,1,General Knowledge
Tug of War,Fiona French,2,General Knowledge
Tummy Trouble,Norman Bridwell,2,General Knowledge
Tunnel Vision (Spy X),Peter Lerangis,2,General Knowledge
Turk and Runt,Lisa Wheeler,1,General Knowledge
Turkey's Gift to the People,Ani Rucki,2,General Knowledge
Turquoise Boy,Terri Cohlene,1,General Knowledge
"Tut, Tut",Jon Scieszka & Lane Smith,1,General Knowledge
Twenty and Ten,Claire Huchet Bishop,6,General Knowledge
Twenty Thousand Leagues Under the sea,Jules Verne,1,General Knowledge
